"ObjectDN","ObjectOwner","EntityName","ActiveDirectoryRights","ObjectRights","ObjectClass","ObjectClassCategory","EntityType","EntityGroupMembers","EntityGroupMembersCount","isMemberOfOtherGroups","IsInherited","PropagationFlags","InheritanceFlags","InheritedObjectType","InheritanceType","ObjectFlags","AccessControlType","ObjectSID","IdentitySID"
"DC=phx,DC=fnbm,DC=corp","BUILTIN\Administrators","FNBMCORP\Exchange Windows Permissions","DeleteTree, WriteDacl","All","top domain domainDNS ","Domain","Other","","0","False","False","None","ContainerInherit","inetOrgPerson","All","InheritedObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149","S-1-5-21-789336058-1085031214-725345543-23121"
"DC=phx,DC=fnbm,DC=corp","BUILTIN\Administrators","FNBMCORP\Exchange Windows Permissions","Delete","All","top domain domainDNS ","Domain","Other","","0","False","False","InheritOnly","ContainerInherit","Group","Descendents","InheritedObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149","S-1-5-21-789336058-1085031214-725345543-23121"
"DC=phx,DC=fnbm,DC=corp","BUILTIN\Administrators","FNBMCORP\Exchange Windows Permissions","DeleteTree, WriteDacl","All","top domain domainDNS ","Domain","Other","","0","False","False","None","ContainerInherit","User","All","InheritedObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149","S-1-5-21-789336058-1085031214-725345543-23121"
"DC=phx,DC=fnbm,DC=corp","BUILTIN\Administrators","FNBMCORP\Exchange Windows Permissions","Delete","All","top domain domainDNS ","Domain","Other","","0","False","False","InheritOnly","ContainerInherit","inetOrgPerson","Descendents","InheritedObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149","S-1-5-21-789336058-1085031214-725345543-23121"
"DC=phx,DC=fnbm,DC=corp","BUILTIN\Administrators","FNBMCORP\Exchange Windows Permissions","WriteProperty","Managed-By","top domain domainDNS ","Domain","Other","","0","False","False","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149","S-1-5-21-789336058-1085031214-725345543-23121"
"DC=phx,DC=fnbm,DC=corp","BUILTIN\Administrators","FNBMCORP\Exchange Windows Permissions","Delete","All","top domain domainDNS ","Domain","Other","","0","False","False","InheritOnly","ContainerInherit","Contact","Descendents","InheritedObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149","S-1-5-21-789336058-1085031214-725345543-23121"
"DC=phx,DC=fnbm,DC=corp","BUILTIN\Administrators","FNBMCORP\Exchange Windows Permissions","Delete","All","top domain domainDNS ","Domain","Other","","0","False","False","InheritOnly","ContainerInherit","User","Descendents","InheritedObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149","S-1-5-21-789336058-1085031214-725345543-23121"
"DC=phx,DC=fnbm,DC=corp","BUILTIN\Administrators","FNBMCORP\Exchange Windows Permissions","Delete","All","top domain domainDNS ","Domain","Other","","0","False","False","InheritOnly","ContainerInherit","Organizational-Unit","Descendents","InheritedObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149","S-1-5-21-789336058-1085031214-725345543-23121"
"DC=phx,DC=fnbm,DC=corp","BUILTIN\Administrators","FNBMCORP\Exchange Windows Permissions","WriteProperty","Pwd-Last-Set","top domain domainDNS ","Domain","Other","","0","False","False","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149","S-1-5-21-789336058-1085031214-725345543-23121"
"DC=phx,DC=fnbm,DC=corp","BUILTIN\Administrators","FNBMCORP\Exchange Windows Permissions","Delete","All","top domain domainDNS ","Domain","Other","","0","False","False","InheritOnly","ContainerInherit","Computer","Descendents","InheritedObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149","S-1-5-21-789336058-1085031214-725345543-23121"
"DC=phx,DC=fnbm,DC=corp","BUILTIN\Administrators","FNBMCORP\Exchange Windows Permissions","CreateChild","Contact","top domain domainDNS ","Domain","Other","","0","False","False","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149","S-1-5-21-789336058-1085031214-725345543-23121"
"DC=phx,DC=fnbm,DC=corp","BUILTIN\Administrators","FNBMCORP\Exchange Windows Permissions","CreateChild","User","top domain domainDNS ","Domain","Other","","0","False","False","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149","S-1-5-21-789336058-1085031214-725345543-23121"
"DC=phx,DC=fnbm,DC=corp","BUILTIN\Administrators","FNBMCORP\Exchange Windows Permissions","CreateChild","Organizational-Unit","top domain domainDNS ","Domain","Other","","0","False","False","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149","S-1-5-21-789336058-1085031214-725345543-23121"
"DC=phx,DC=fnbm,DC=corp","BUILTIN\Administrators","FNBMCORP\Exchange Windows Permissions","CreateChild","Group","top domain domainDNS ","Domain","Other","","0","False","False","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149","S-1-5-21-789336058-1085031214-725345543-23121"
"DC=phx,DC=fnbm,DC=corp","BUILTIN\Administrators","FNBMCORP\Exchange Windows Permissions","CreateChild","Computer","top domain domainDNS ","Domain","Other","","0","False","False","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149","S-1-5-21-789336058-1085031214-725345543-23121"
"DC=phx,DC=fnbm,DC=corp","BUILTIN\Administrators","FNBMCORP\Exchange Windows Permissions","CreateChild","inetOrgPerson","top domain domainDNS ","Domain","Other","","0","False","False","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149","S-1-5-21-789336058-1085031214-725345543-23121"
"DC=phx,DC=fnbm,DC=corp","BUILTIN\Administrators","FNBMCORP\Exchange Windows Permissions","ExtendedRight","User-Force-Change-Password","top domain domainDNS ","Domain","Other","","0","False","False","None","ContainerInherit","User","All","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149","S-1-5-21-789336058-1085031214-725345543-23121"
"DC=phx,DC=fnbm,DC=corp","BUILTIN\Administrators","PHXC1B\Domain Controllers","ExtendedRight","DS-Replication-Get-Changes-All","top domain domainDNS ","Domain","Group","","0","False","False","None","None","All","None","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149","S-1-5-21-1735406465-2454681246-2117129149-516"
"CN=AdminSDHolder,CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","NT AUTHORITY\SYSTEM","GenericAll","All","top container ","Container","Other","","0","False","False","None","None","All","None","None","Allow","","S-1-5-18"
"CN=AdminSDHolder,CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","BUILTIN\Administrators","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","top container ","Container","Group","cbrown ssadmnpri bjperna.dr pramadas.dr rrodriguez.dr atoral.dr ssuvvari.dr epavon.dr lpetitjean.dr selliott.dr jjakubowski.dr whuggins.dr nfedei.dr tphillips.dr MTaranto.DR jadkins.advisor aeufemio.dr mwroblewski.dr dmabiala.dr jmadan.dr jvanderbeek.dr pjurisprudencia.dr jedwards.dr wharp.dr rdequiroz.dr kumblas.dr RDowd.dr aasokan.dr lsmith.dr aortega.dr agilbert.dr dcatto.dr Rsanders.dr RMeine.dr RFernandez.dr svc_rsa infra_svc svc_phxSecretServer","38","True","False","None","None","All","None","None","Allow","","S-1-5-32-544"
"CN=AdminSDHolder,CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Enterprise Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","All","top container ","Container","Other","","0","False","False","None","None","All","None","None","Allow","","S-1-5-21-789336058-1085031214-725345543-519"
"CN=AdminSDHolder,CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","PHXC1B\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","All","top container ","Container","Group","cbrown ssadmnpri bjperna.dr pramadas.dr rrodriguez.dr atoral.dr ssuvvari.dr epavon.dr lpetitjean.dr selliott.dr jjakubowski.dr whuggins.dr nfedei.dr tphillips.dr MTaranto.DR jadkins.advisor aeufemio.dr mwroblewski.dr dmabiala.dr jmadan.dr jvanderbeek.dr pjurisprudencia.dr jedwards.dr wharp.dr rdequiroz.dr kumblas.dr RDowd.dr aasokan.dr lsmith.dr aortega.dr agilbert.dr dcatto.dr Rsanders.dr RMeine.dr RFernandez.dr svc_rsa infra_svc svc_phxSecretServer","38","True","False","None","None","All","None","None","Allow","","S-1-5-21-1735406465-2454681246-2117129149-512"
"CN=AdminSDHolder,CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","NT AUTHORITY\SELF","ReadProperty, WriteProperty, ExtendedRight","Private-Information","top container ","Container","Other","","0","False","False","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-10"
"CN=AdminSDHolder,CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","BUILTIN\Terminal Server License Servers","ReadProperty, WriteProperty","Terminal-Server","top container ","Container","Group","","0","False","False","None","None","All","None","ObjectAceTypePresent","Allow","","S-1-5-32-561"
"CN=AdminSDHolder,CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","BUILTIN\Terminal Server License Servers","ReadProperty, WriteProperty","Terminal-Server-License-Server","top container ","Container","Group","","0","False","False","None","None","All","None","ObjectAceTypePresent","Allow","","S-1-5-32-561"
"CN=AdminSDHolder,CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Organization Management","WriteProperty","Admin-Display-Name","top container ","Container","Other","","0","False","False","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23107"
"CN=AdminSDHolder,CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Organization Management","WriteProperty","Exchange-Personal-Information","top container ","Container","Other","","0","False","False","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23107"
"CN=AdminSDHolder,CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Organization Management","WriteProperty","Show-In-Address-Book","top container ","Container","Other","","0","False","False","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23107"
"CN=AdminSDHolder,CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Organization Management","WriteProperty","Proxy-Addresses","top container ","Container","Other","","0","False","False","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23107"
"CN=AdminSDHolder,CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Organization Management","GenericAll","ms-Exch-Dynamic-Distribution-List","top container ","Container","Other","","0","False","False","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23107"
"CN=AdminSDHolder,CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Organization Management","WriteProperty","Legacy-Exchange-DN","top container ","Container","Other","","0","False","False","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23107"
"CN=AdminSDHolder,CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Organization Management","WriteProperty","Display-Name","top container ","Container","Other","","0","False","False","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23107"
"CN=AdminSDHolder,CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Organization Management","WriteProperty","Garbage-Coll-Period","top container ","Container","Other","","0","False","False","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23107"
"CN=AdminSDHolder,CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Organization Management","WriteProperty","ms-Exch-Public-Delegates","top container ","Container","Other","","0","False","False","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23107"
"CN=AdminSDHolder,CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Organization Management","WriteProperty","Exchange-Information","top container ","Container","Other","","0","False","False","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23107"
"CN=AdminSDHolder,CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Organization Management","WriteProperty","Display-Name-Printable","top container ","Container","Other","","0","False","False","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23107"
"CN=AdminSDHolder,CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Organization Management","WriteProperty","Text-Encoded-OR-Address","top container ","Container","Other","","0","False","False","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23107"
"CN=AdminSDHolder,CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Organization Management","WriteProperty","E-mail-Addresses","top container ","Container","Other","","0","False","False","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23107"
"CN=AdminSDHolder,CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Servers","WriteProperty","ms-Exch-Mobile-Mailbox-Flags","top container ","Container","Other","","0","False","False","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=AdminSDHolder,CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Servers","WriteProperty","ms-Exch-Safe-Recipients-Hash","top container ","Container","Other","","0","False","False","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=AdminSDHolder,CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Servers","WriteProperty","X509-Cert","top container ","Container","Other","","0","False","False","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=AdminSDHolder,CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Servers","WriteProperty","ms-Exch-UM-Dtmf-Map","top container ","Container","Other","","0","False","False","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=AdminSDHolder,CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Servers","WriteProperty","ms-Exch-Blocked-Senders-Hash","top container ","Container","Other","","0","False","False","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=AdminSDHolder,CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Servers","CreateChild, DeleteChild, ListChildren","ms-Exch-Active-Sync-Devices","top container ","Container","Other","","0","False","False","InheritOnly","ContainerInherit","User","Descendents","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=AdminSDHolder,CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Servers","WriteProperty","ms-Exch-User-Culture","top container ","Container","Other","","0","False","False","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=AdminSDHolder,CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Servers","WriteProperty","ms-Exch-Mailbox-Security-Descriptor","top container ","Container","Other","","0","False","False","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=AdminSDHolder,CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Servers","WriteProperty","ms-Exch-Public-Delegates","top container ","Container","Other","","0","False","False","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=AdminSDHolder,CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Servers","WriteProperty","Group-Type","top container ","Container","Other","","0","False","False","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=AdminSDHolder,CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Servers","WriteProperty","ms-Exch-UM-Spoken-Name","top container ","Container","Other","","0","False","False","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=AdminSDHolder,CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Servers","WriteProperty","ms-Exch-UM-Pin-Checksum","top container ","Container","Other","","0","False","False","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23118"
